date,chil_r,chic_r,chil_mint,chil_maxt,chic_mint,chic_maxt,chil_h,chic_h
23/10/2003,0,0,20,33.2,15.6,31,65,50
24/10/2003,0,0,22.4,34.1,17.5,31,42,55
25/10/2003,0,0,22.2,34.8,20,32,33,58
26/10/2003,0,0,19,35.9,20.5,28,30,51
27/10/2003,0,0,24.5,34.5,20.5,31,31,47
28/10/2003,4.2,0,20,29.7,17,28.2,49,47
29/10/2003,0,0,18.5,30.7,15.5,27.5,47,50
30/10/2003,0,0,18.5,30.7,15.2,29,47,51
31/10/2003,0,0,21.2,32.9,17.5,32.4,43,57
01/11/2003,0,0,22.9,35.1,19.5,32.4,35,53
02/11/2003,14.1,0,22,31.5,19,27.5,39,62
03/11/2003,0,0,17.6,31.6,15.8,28,47,65
04/11/2003,1,0,20,32.5,17.1,30,49,62
05/11/2003,0,0,21.7,35.5,20,33.6,36,55
06/11/2003,0.2,14,25,36.8,23.5,34.5,41,61
07/11/2003,0,0,20,31.4,17.5,26.2,72,56
08/11/2003,0,0,20.5,28.5,18,25.5,84,48
09/11/2003,0,0,19.5,31.8,16.5,30,65,57
10/11/2003,0,0,21.9,34,17,31.5,46,62
11/11/2003,0,0,23.9,35.4,20.9,32,60,52
12/11/2003,0,0,24.5,35.7,20.5,32,73,48
13/11/2003,0,0,20.7,32.3,18,29,67,47
14/11/2003,0,0,20.3,32.6,16.3,26,59,45
15/11/2003,0,0,20.2,34.4,17,31,60,59
16/11/2003,2.7,8.1,23.5,30.9,20.4,28.5,55,54
17/11/2003,0,0,17.5,29.9,15,25.4,57,49
18/11/2003,1.4,0.8,20.2,30.4,16,26.8,46,56
19/11/2003,0,0,22,26.4,19,23,44,55
20/11/2003,0,0,20.2,30.4,17.3,27,56,66
21/11/2003,0,0,22,34,18.5,30,46,67
22/11/2003,0,0,24.1,33.4,20.5,30,38,74
23/11/2003,0,0,22.4,33.6,19,30.5,36,79
24/11/2003,0,0,22.7,34,19,30.5,36,75
25/11/2003,0,0,23.5,35.7,20.5,32,32,65
26/11/2003,0,0,25.3,37,21.8,33.5,42,64
27/11/2003,1.2,0,25,36.2,22.8,33.4,51,72
28/11/2003,0.8,0,19.1,29.2,21.5,26,61,70
29/11/2003,1,0,20.5,32.9,19,31.2,79,65
30/11/2003,0,0.6,21,26.6,19.9,24.5,87,62
01/12/2003,4.7,0,18.6,26,18,22.6,86,72
02/12/2003,0,0,19.5,28.7,15.8,25.6,79,68
03/12/2003,0,0,18.5,28.3,16.9,25.5,75,62
04/12/2003,6.1,0,20.5,28,17.7,26.5,73,62
05/12/2003,0,0,18.5,30,14.9,26.5,65,63
06/12/2003,0,0,19.6,31,17.5,27,60,78
07/12/2003,0,0,20.2,31.4,16.5,28.2,55,80
08/12/2003,0,1,23.4,34.9,20.5,31,67,73
09/12/2003,0,0,23.8,36.5,20.5,34,76,69
10/12/2003,0,0,22.5,32,19.5,29.5,75,68
11/12/2003,0,0,22.5,32.4,20.5,28.5,79,65
12/12/2003,1.8,18.1,24,32.4,20.7,30,83,59
13/12/2003,0,0,24.5,33.3,18.8,29.5,85,54
14/12/2003,0,0,20.6,34.6,19.5,30.6,82,48
15/12/2003,0,1.7,22.6,33.1,18.7,30.2,82,42
16/12/2003,0,0,21.9,32.2,17.2,29,85,43
17/12/2003,0,0,21.9,30.1,18.7,28.5,77,44
18/12/2003,0,0,21.6,31.6,18.7,29.5,72,48
19/12/2003,12.6,2.3,22.5,30.3,18.5,29,68,50
20/12/2003,0,1.8,21.4,25.5,19,24.5,68,45
21/12/2003,0,0,22.3,33.5,19.5,29.5,76,50
22/12/2003,0,0,24,33.9,19,31,79,50
23/12/2003,0,2.4,22.6,31.2,20.5,29.2,83,48
24/12/2003,0.6,0,22.2,32.4,19.5,30,83,44
25/12/2003,5.7,0,23.1,31.7,19.9,29.5,78,40
26/12/2003,0,10.4,23.1,31.9,20.5,28,80,42
27/12/2003,14.5,26.3,22.5,33.4,20.5,30.7,79,42
28/12/2003,0,18.1,21.6,26.1,19.2,24,90,33
29/12/2003,0,0,21.5,29.6,19.3,26.5,86,42
30/12/2003,0,0,20.7,30,19.2,27,85,48
31/12/2003,0,0,22,31.9,19.6,30,80,57
01/01/2004,0,0,23.7,32.2,19.2,30,79,63
02/01/2004,0,0,21,31.6,19.2,28.5,77,58
03/01/2004,0,0,22.3,33.4,19,28.5,71,74
04/01/2004,0,0,22,32.1,19.5,29.5,80,70
05/01/2004,0,0,22,29.9,18,23.5,89,63
06/01/2004,0,0,21,28.9,16.5,26,82,61
07/01/2004,0,2.8,20.5,32.1,18,28.5,76,62
08/01/2004,11.2,1.4,22.5,32.4,19.6,26.7,78,58
09/01/2004,0,10.9,19.3,31.9,18.5,29.5,74,49
10/01/2004,0,1.4,22.7,30.8,17.8,26.2,67,52
11/01/2004,0,8.8,22.3,29.3,19.8,27,64,51
12/01/2004,15.8,18,21.8,29.8,18.7,27,62,45
13/01/2004,0,0,21.7,31.8,19,27,58,62
14/01/2004,0,0,20.1,32,18.4,28.5,54,83
15/01/2004,0,7.6,22,33.3,18.6,30,49,88
16/01/2004,0,0,22.5,32.6,19.5,29.5,46,87
17/01/2004,0,0,18.5,29.1,20.7,26,78,75
18/01/2004,26.1,21.6,21.1,29.5,17.1,27.2,80,70
19/01/2004,1.7,3.9,21.5,27.2,19,24.5,85,64
20/01/2004,75.6,22.1,21.7,29.3,19,26.1,78,51
21/01/2004,41.8,38.5,19.2,25.1,18.5,26,80,53
22/01/2004,13.7,16.4,19.6,30.2,17.7,28.7,81,57
23/01/2004,0,0.4,21.1,29,18.2,26,83,67
24/01/2004,0,0,22.2,27.4,19.5,25,80,91
25/01/2004,18.1,5.9,21.5,29.3,19,27.9,80,82
26/01/2004,33.5,15.5,20.5,30,19.4,28,82,79
27/01/2004,3.8,0.9,19.7,27,18.5,26.1,85,67
28/01/2004,20.1,19.8,19.9,23.5,19.5,21.9,88,46
29/01/2004,7.4,9.5,20.2,22.5,18,20,91,52
30/01/2004,24.9,22,20,26.8,17.6,22.5,84,52
31/01/2004,6.1,19.3,19.5,26.3,18,23.6,82,49
01/02/2004,0,0,19.5,26.2,16.2,23.5,81,52
02/02/2004,0,0,20,25.2,17.9,23,77,81
03/02/2004,9.6,14.6,19.6,23.9,17,20,80,78
04/02/2004,0,0,18.9,26.4,16,23.5,72,60
05/02/2004,0,0,19.5,28.9,16,25,67,51
06/02/2004,0,0,20.1,28.4,16.4,25,70,43
07/02/2004,0,0,19.5,28.2,15.7,26,63,45
08/02/2004,0,0,19,28.6,16.8,26.6,73,50
09/02/2004,0,0,19.1,28,16.4,26.5,67,75
10/02/2004,0,0,19.9,28.8,15.7,27.2,68,58
11/02/2004,0,0,19.6,30.5,16.7,27.5,62,52
12/02/2004,0,0,21.3,32,18.2,31,52,46
13/02/2004,10.2,36.9,21.1,31,19,29,56,41
14/02/2004,4.6,19.4,21.6,28.6,18.8,26,58,43
15/02/2004,1.1,0.9,21.4,27,19,24.5,70,52
16/02/2004,0.5,24.5,20.6,29.3,18.5,26,73,60
17/02/2004,0.9,0,20.8,28.7,18.2,26.4,84,64
18/02/2004,1.4,0,21.4,25.6,17.6,25.5,80,74
19/02/2004,0.6,38.6,20.1,28.6,18.4,25,81,59
20/02/2004,1.7,2.1,21.2,26.3,18.2,25,85,55
21/02/2004,0.3,3.3,20,27.9,17,25.5,80,49
22/02/2004,0,21.4,19.9,28.2,17,26.5,72,46
23/02/2004,0,13,21.2,29.4,18.6,26.4,65,50
24/02/2004,0,0,21.7,30.5,18.7,28.1,71,49
25/02/2004,3.2,0,22.5,30.7,19.7,27.4,78,49
26/02/2004,11.4,0,22,30.6,19.2,28.5,74,43
27/02/2004,0.7,0,22,34.2,19.4,28.5,80,49
28/02/2004,0.3,2.5,21.6,27.4,18.5,26,76,55
29/02/2004,0,7.5,22.5,26.9,20.4,24.5,79,53
01/03/2004,59.1,22,20.6,28.4,18,25.5,82,43
02/03/2004,0,0,19.6,28.4,17,26.6,79,40
03/03/2004,0.6,12,21.1,30.6,18.5,28.5,78,41
04/03/2004,0,47.4,22.5,29.5,20,26.5,81,44
05/03/2004,11,15.5,22.3,28.6,20,26.2,82,33
06/03/2004,18.3,34.4,21,27.9,19.9,26.2,89,34
07/03/2004,0,0,21.1,28.2,18.5,26.7,80,43
08/03/2004,0,0,20,25.7,17.2,23.5,76,38
09/03/2004,0,0,21,25.2,18.7,21.5,80,41
10/03/2004,0,0,21.5,27.6,18.7,25,77,52
11/03/2004,0,0,20.2,28,19.2,25.5,76,59
12/03/2004,0,0,19.2,28.8,15.1,26,71,56
13/03/2004,0,0,21.4,28,17.1,26.1,74,47
14/03/2004,3,1.2,19.6,27.1,18.2,25.5,80,42
15/03/2004,0,0.3,19.6,26.8,17.3,25.5,87,32
16/03/2004,0,0,17.8,25.6,15.8,25.1,79,34
17/03/2004,0,0,18.5,28,17,26.1,73,46
18/03/2004,0,12.6,19.8,29.1,16.5,26,70,48
19/03/2004,0,0,19.4,30.2,16.3,26,67,51
20/03/2004,0,0,20.9,29.8,18,28,57,46
21/03/2004,0,0,21.7,27.4,19.2,26.1,65,44
22/03/2004,0,0,20.3,30,18,27.7,73,44
23/03/2004,0,0,20.8,31.6,18,28.6,58,50
24/03/2004,0,0,21,30.9,18.5,29.5,53,47
25/03/2004,0,0,21.3,31.7,18.5,29.2,52,47
26/03/2004,0,0,20.4,32.3,18.6,29.4,55,47
27/03/2004,0,0,21.4,31.5,20,31,61,44
28/03/2004,0,0,20,31.3,17.9,30,60,48
29/03/2004,0,0,20.8,30.6,20,30,62,50
30/03/2004,2.5,5.1,21.3,29.3,18.6,27.8,74,44
31/03/2004,12.3,21,20.7,26.9,16.4,26.1,80,48
01/04/2004,1.3,0,18.8,24.3,16.4,24.5,85,71
02/04/2004,3.1,2.2,20,25.6,16.5,24.5,82,74
03/04/2004,0,0,20.4,26.2,18,26,83,69
04/04/2004,0.3,0,20.6,26.6,18.5,25.3,81,69
05/04/2004,4.1,0,20.9,28.3,18.1,27.6,78,71
06/04/2004,3.1,0,21.1,28.8,20,27.5,74,66
07/04/2004,5.6,39,20.7,30.1,18.3,27.8,79,63
08/04/2004,21.8,31.7,21,24.4,19,25,68,61
09/04/2004,0,0,18.8,26.6,16.5,24.5,73,58
10/04/2004,0,0,17.6,27.8,15.5,26,55,64
11/04/2004,0,0,18,28.7,14.5,25.5,45,72
12/04/2004,0,1.2,18.1,24.4,15,25.5,69,74
13/04/2004,0,3,18.1,22.1,15,20,64,72
14/04/2004,0,0,11.5,25,14.5,23.5,53,64
15/04/2004,0,0,14.9,26.8,15,25.6,54,55
16/04/2004,13.6,2.9,20.2,27.5,18.1,26.5,58,54
17/04/2004,0,5.1,19.6,29.5,17.6,28.5,77,48
18/04/2004,4,0,21,27.8,18.5,29.2,71,50
19/04/2004,0,0,20.6,28.4,18,27,73,69
20/04/2004,0,27.7,19,27.7,18.3,27,67,87
21/04/2004,0,0,20.8,29.7,18.4,28.5,64,79
22/04/2004,15.9,0,20.9,29.3,18.5,26.8,69,75
23/04/2004,0,0,20.1,28,17.8,27,71,66
24/04/2004,0,1.1,20.1,26.3,17.2,24,64,70
25/04/2004,0,1.5,18,26.4,14.7,24,64,67
26/04/2004,0,4.9,18.9,25.1,15.5,23,61,58
27/04/2004,0.6,0,17.7,23.4,14.4,21.3,69,53
28/04/2004,0,0,16.7,22.6,14.4,20.4,67,52
29/04/2004,0,0,15.6,21.3,13.3,17.8,72,58
30/04/2004,0,0,16.1,20.5,13.3,18.9,81,84
01/05/2004,0,0,16.1,24.3,14.5,21.2,74,88
02/05/2004,0,0,18,25.3,10,23.2,70,81
03/05/2004,0,0,16.9,23.8,13.3,22.6,66,82
04/05/2004,0,0.7,16.9,23.8,14.4,22.6,66,76
05/05/2004,0,1.7,18,24.8,14.5,24.4,60,74
06/05/2004,0,0,15.9,24.3,14.9,24.5,56,75
07/05/2004,0,0.5,17,23.9,16.5,24,67,72
08/05/2004,0,0,18.1,25.9,17.5,25.1,67,64
09/05/2004,0,0.7,18.6,25.6,14.3,24.4,61,58
10/05/2004,0,0.6,15.9,23.6,14.9,24.4,73,56
11/05/2004,0,0,17.4,24.2,14.9,20.8,70,52
12/05/2004,0,0,15.6,25.1,14.8,23.1,66,55
13/05/2004,0,0,16.4,26.6,14,27,59,62
14/05/2004,0,0,18,28.5,16,25,48,67
15/05/2004,0,0,16.1,25.5,14.1,22.5,63,63
16/05/2004,0,0,15.3,23.1,19.2,22.8,67,58
17/05/2004,0,0,15.5,23.1,13.6,21.5,68,47
18/05/2004,0,0.5,16.2,22.5,13.3,20.1,71,51
19/05/2004,0,0,13.8,22.3,12.2,17.2,78,44
20/05/2004,0,0,14.2,23.8,12.4,21.6,65,41
21/05/2004,0,0,13.1,21.9,12.1,21.9,68,36
22/05/2004,0,0.2,13.8,23.6,12.4,21,60,41
23/05/2004,0,3.7,15.6,22.7,10.6,20.4,72,43
24/05/2004,0,1.3,14.3,22.8,12.1,19,70,44
25/05/2004,0,0,13.5,22.6,13,20.7,69,44
26/05/2004,0,0,14,24.5,12.7,21.4,62,44
27/05/2004,0,5.3,17.1,22.6,14.9,21.7,70,49
28/05/2004,0,0,15.6,24.4,12.8,20.3,60,57
29/05/2004,0,0,12.6,23.4,11,23.7,66,64
30/05/2004,0,1.8,14,23.9,17.4,20.1,59,61
31/05/2004,0,3.5,15.1,22,12.6,16,68,60
01/06/2004,0,0,14.5,23.2,13.4,23.2,61,53
02/06/2004,0.6,0,14.3,22.4,14.7,22.6,64,51
03/06/2004,0,0,13.6,22.8,15.3,22.6,60,51
04/06/2004,0.7,0,11.7,21.4,14.5,21,67,47
05/06/2004,0,0,13.7,20.4,14.3,20.3,69,51
06/06/2004,0,0,11.6,23.4,13,23.8,59,38
07/06/2004,0,0,14.5,25.3,12.5,25.2,50,52
08/06/2004,0,0,15.5,27.5,14.8,27.3,47,46
09/06/2004,0,0,15.4,27.6,14.9,27.5,45,48
10/06/2004,0,0,15.2,23,16.6,22.6,66,49
11/06/2004,0,0,15.1,24,16.2,23.3,59,52
12/06/2004,0,0,14.3,22.7,15.5,22.1,61,46
13/06/2004,0,0,14.4,22,14.2,21.6,61,46
14/06/2004,0,0,14.4,24.7,10.9,24.4,41,50
15/06/2004,0,0,12.8,26,11.8,25.8,32,58
16/06/2004,0,0,13.3,25.9,11.8,25.5,34,60
17/06/2004,0,0,12.2,24.4,12.7,24.1,54,64
18/06/2004,0,0,13,22.9,14.3,23,63,53
19/06/2004,5.7,0,14.4,22.1,15.1,22.6,62,60
20/06/2004,0,0,10.2,22.1,13.8,22.2,57,67
21/06/2004,0,0,14,21.6,16.8,21.9,68,56
22/06/2004,0,0,13.8,22.6,16.1,23,64,50
23/06/2004,0,0,14.4,23.5,15.2,23.5,61,56
24/06/2004,0,0,15.3,24.3,13.8,24.3,51,53
25/06/2004,0,0,14,23.5,15.5,23.7,56,56
26/06/2004,0,0,13.4,23.2,17.5,23.5,68,50
27/06/2004,0,0,15.9,23.1,15.4,23.3,85,50
28/06/2004,0,0,16,23.8,15.3,23.3,75,51
29/06/2004,0,0,16.1,24.5,16.3,24.1,64,52
30/06/2004,0,0,14.4,24.5,16.1,24.4,62,50
01/07/2004,0,0,13.7,25.3,16.2,25.1,52,46
02/07/2004,0,0,13,25.7,15.6,25.5,49,52
03/07/2004,0,0,13.7,25.5,16.4,25.2,48,47
04/07/2004,0,0,13.1,26.1,15.4,26,46,40
05/07/2004,0,0,14.4,24,15.5,23.9,56,40
06/07/2004,0,0,14.5,21.1,14.4,21.2,78,40
07/07/2004,0,0,13.9,20.1,13.6,19.6,69,46
08/07/2004,0,0,12.5,21.4,12.6,21.4,60,41
09/07/2004,0,0,13.1,19.7,13.8,19.4,69,44
10/07/2004,0,0,14.3,22.3,13.8,22.3,60,46
11/07/2004,0,0,15.2,21.6,13.4,21.3,60,50
12/07/2004,0,0,10.9,20.7,15.6,20.1,67,47
13/07/2004,0,0,11.4,24.7,13.3,24.5,51,44
14/07/2004,0,0,13.9,22.1,12.9,22.6,49,42
15/07/2004,0,0,10.4,21.6,12.6,21.1,63,49
16/07/2004,0,0,11.2,17.9,12.8,18.4,85,43
17/07/2004,0,0,11.2,21.7,12.1,21.6,63,38
18/07/2004,0,0,13.4,22.1,13.1,21.8,61,52
19/07/2004,0,0,14,22.6,14.3,22.5,62,58
20/07/2004,0,0,11.3,22.4,15.3,22.1,68,57
21/07/2004,0,0,12.5,21.9,16.3,21.4,71,49
22/07/2004,0,0,13,25.2,14.2,25,57,53
23/07/2004,0,0,15.2,25.9,15.7,25.8,51,45
24/07/2004,0,0,15.2,27.5,16.4,27.2,41,46
25/07/2004,0,0,16.5,28.4,17.1,28.1,38,52
26/07/2004,0,0,16.5,29.5,17.7,29.3,41,60
27/07/2004,0,0,16.5,29.3,19.5,28.7,40,54
28/07/2004,0,0,17,29.2,18.6,28.8,40,61
29/07/2004,0,0,15,29.4,18.4,29,40,66
30/07/2004,0,0,14.8,28.9,18.1,28.3,40,58
31/07/2004,0,0,15,29.7,18.4,29.1,34,49
01/08/2004,0,0,15.4,28.3,18.5,27.9,34,47
02/08/2004,0,0,16.6,25.4,18.4,25.7,52,50
03/08/2004,0,0,15.6,25.5,16.8,25.8,50,53
04/08/2004,0,0,13.3,27,17,26,54,48
05/08/2004,0,0,15.2,26.9,16.6,25.4,52,48
06/08/2004,0,0,15.9,28,18.7,27,50,54
07/08/2004,0,0,15.7,29.4,18.4,28.8,44,50
08/08/2004,0,0,15.9,30.1,19.7,29.7,39,56
09/08/2004,0,0,16.7,29,17.3,29.4,36,70
10/08/2004,0,0,15,28.8,17.7,29.1,32,74
11/08/2004,0,0,16.4,22.4,18.7,28.2,48,78
12/08/2004,0,0,14.8,20.2,16.7,22.2,63,71
13/08/2004,0,0,13,24.1,14.7,22.9,58,61
14/08/2004,0,0,13.1,26.8,14.3,25.9,45,60
15/08/2004,0,0,16.8,28.2,16.8,28.6,44,73
16/08/2004,0,0,16.2,30.6,19.7,30.9,38,68
17/08/2004,0,0,17.4,30.6,20.2,26.9,30,68
18/08/2004,0,0,16,26.7,13.4,16.9,45,69
19/08/2004,0,0,15.8,24.5,14.2,22,54,55
20/08/2004,0,0,16,26.8,13.1,23.5,49,54
21/08/2004,0,1,15.5,26.3,13.5,23.6,49,55
22/08/2004,0,3,15.6,29.5,13.5,6.7,44,61
23/08/2004,0,0,15.8,29.7,15.1,28.1,37,53
24/08/2004,0,0,15.2,30.5,15.2,27.3,33,57
25/08/2004,0,0,15.3,28.6,14.2,26.6,37,66
26/08/2004,0,0,17,29.9,15,27.6,40,63
27/08/2004,0,0,18.5,28.7,16.3,26.7,43,54
28/08/2004,0,0,15.6,26.2,14.3,23.9,50,54
29/08/2004,7.5,0,16.7,24.5,14.2,23.2,52,56
30/08/2004,0,0,15,25.6,13.5,23.4,47,53
31/08/2004,0,0,16.2,26.8,14.1,24.4,43,50
01/09/2004,0,0,18.2,27,15.5,24.3,41,53
02/09/2004,0,0,16.8,31,16.6,24.9,34,71
03/09/2004,0,0.3,18.6,32.5,18.7,30.4,29,75
04/09/2004,0,0,17.6,29.9,14.5,21.1,32,64
05/09/2004,0,0,16.5,26.5,15.4,24,42,68
06/09/2004,0,0,18.5,29.9,16.4,25.7,43,61
07/09/2004,0,0,18.2,30,15.2,26.7,50,57
08/09/2004,0,0,17.6,27,14.7,24.4,52,51
09/09/2004,0,0,18,28.8,15.5,26.3,53,48
10/09/2004,0,0,16.8,28.6,13.9,25.5,63,46
11/09/2004,0,0,16.5,28.5,13.5,26,57,49
12/09/2004,0,0,14.9,28,12.7,26.1,52,57
13/09/2004,0,0,15.7,27.5,13.7,24.8,48,52
14/09/2004,0,0,14.2,27.4,11,24.8,50,53
15/09/2004,0,0,15.9,28.9,17.7,26,44,50
16/09/2004,0,0,19.5,30.5,17.1,29.3,39,56
17/09/2004,0,0,19.2,30.7,17,28.6,36,51
18/09/2004,0,0,20.2,30.5,16.9,28.6,36,53
19/09/2004,0,0,19,31.9,17,29,34,52
20/09/2004,0,0,20.6,31.4,17.1,28.7,36,55
21/09/2004,0,0,17,25.5,15.4,24,63,47
22/09/2004,0,0,16.9,25.8,14.1,22.3,63,51
23/09/2004,0,0,14.6,29,17,26.8,50,60
24/09/2004,0,0,17.5,31.6,15.2,29.2,34,69
25/09/2004,0,0,18.9,33.5,17.2,31.8,36,84
26/09/2004,0,0,20.5,35.9,19,33,28,81
27/09/2004,0,0.1,22.4,31.6,21,28,39,85
28/09/2004,0,0,19.6,25,15.6,22.2,69,84
29/09/2004,0,0,16,25.1,13.8,20.8,62,74
30/09/2004,0,0,15.3,25.8,11.9,22.7,51,67
01/10/2004,0,0,15.5,27,11.9,24.1,55,64
02/10/2004,0,0,15.3,27.2,10,25.2,55,58
03/10/2004,0,0,15.8,27.8,12.7,26.2,51,50
04/10/2004,0,0,16.8,30.8,12.5,28.4,44,48
05/10/2004,0,0,19.8,32.5,17.1,30.4,38,49
06/10/2004,0,0,21.5,33.6,19.4,31.2,38,48
07/10/2004,0,0,22.8,35.7,19.9,34.1,35,49
08/10/2004,0,0,24,35.8,19.2,34.2,34,52
09/10/2004,0,0,23,35.2,20.1,31.4,32,47
10/10/2004,0,0,20.2,30,19.1,30.1,35,43
11/10/2004,0,0,20.4,29.7,18,28,39,45
12/10/2004,0,0,20.1,30.5,18.2,28.2,54,45
13/10/2004,0,0,20.1,26.8,16.6,23.2,62,48
14/10/2004,0,0,17.5,28.7,16.2,26.8,59,53
15/10/2004,6,0,20.2,29,16.5,25.7,62,56
16/10/2004,0,0,19.4,27.4,16.6,24.6,65,58
17/10/2004,0,0,21,31.5,17.9,28.4,64,52
18/10/2004,0,0,21.8,34,19.8,30.5,49,54
19/10/2004,0,0,20.1,30.6,18,27.4,48,55
20/10/2004,0,0,19.1,29.5,15.6,26.8,55,56
21/10/2004,0,0.2,19.5,30.6,16.7,28.8,53,52
22/10/2004,0,0,18.5,32.5,14.6,29.2,46,56
23/10/2004,0,0,21,29.3,17.2,26.2,65,71
24/10/2004,0,0,20.2,29.3,15.7,26.6,59,71
25/10/2004,0,0,17.6,32,14.6,28.2,52,64
26/10/2004,0,0,20.6,33.5,17.6,29.5,50,60
27/10/2004,2.1,0,20.5,32.8,19.5,30.2,57,64
28/10/2004,13.6,0,21,33,18,29.2,63,64
29/10/2004,0,0,21.5,35.1,19.5,31.5,49,70
30/10/2004,0,0,22.8,34.8,20.9,31.9,56,66
31/10/2004,1.9,0,20,23,17.6,20.1,88,76
01/11/2004,0,0,17.8,24.7,19.9,23.4,76,62
02/11/2004,0,0,15.6,28,18.1,26.4,59,66
03/11/2004,0,0,18,29.5,15.8,30,49,76
04/11/2004,6.6,0,19.5,30.8,19.1,30,48,76
05/11/2004,1.3,0,22.2,27.8,21.1,28.8,68,72
06/11/2004,9.5,14,21.5,31,22.4,26.5,85,70
07/11/2004,0,0,20,30.1,21.5,27.6,82,63
08/11/2004,2.7,0,21.5,32,21,28.1,79,66
09/11/2004,0,0,20.5,32,20.6,27.8,80,66
10/11/2004,5.3,0,20,31.5,20.4,30.3,70,57
11/11/2004,0,0,21,30.8,21.2,28.9,78,56
12/11/2004,14.5,0,19.6,30,23,31.1,72,54
13/11/2004,2.1,0,19.3,31.5,20.7,29.5,63,64
14/11/2004,0,0,21.5,31.5,21.9,29.9,59,65
15/11/2004,9.1,0,21.5,29,21.5,31,51,61
16/11/2004,1.7,8.1,20.1,29.1,23,30.3,54,57
17/11/2004,2.5,0,18.8,28,22.6,26.6,74,58
18/11/2004,0,0.8,20,30,21.3,27.1,83,64
19/11/2004,0,0,22.2,31.9,20.5,29.3,77,66
20/11/2004,0,0,23.2,34.1,20.8,32.7,66,78
21/11/2004,0,0,23,35.2,21.8,31.9,62,78
22/11/2004,1.9,0,24.8,36,23.2,29.8,72,83
23/11/2004,0.9,0,20,33.3,23.5,28.8,79,84
24/11/2004,0,0,22.2,30.2,21.4,28.5,77,87
25/11/2004,0,0,21.5,29,21.7,27.6,81,89
26/11/2004,0.3,0,21,29.8,21.3,28.9,80,81
27/11/2004,47,0,21.2,27.5,21.1,26.1,88,82
28/11/2004,0,0,18.6,27.9,19.9,24.3,89,72
29/11/2004,0.7,0,20.6,29.5,21.1,26.3,85,70
30/11/2004,0,0.6,21.5,30.8,21.1,26.4,86,75
01/12/2004,0,0,20.8,30,21.6,27.9,85,77
02/12/2004,1.5,8,21.2,30.5,20.1,27.8,84,65
03/12/2004,21.3,0,20.8,28.2,20.4,27.2,82,61
04/12/2004,0,0,20.4,28.3,19.9,27,86,58
05/12/2004,12.4,1.3,21.7,27.1,18.8,25,86,58
06/12/2004,9.4,6.1,20,27,20.9,25.9,91,71
07/12/2004,0,0,20.4,27,21,24.5,87,74
08/12/2004,0,0,21.2,27.2,20.7,25.8,83,74
09/12/2004,1.7,4,21.3,28.6,21.3,27.3,87,69
10/12/2004,0,0,21,31.4,21.6,29.4,86,69
11/12/2004,0.5,0,23.2,30.5,21.3,29.2,78,70
12/12/2004,0,0,19.6,30.6,21.4,26.2,87,63
13/12/2004,0,0,20,30.4,21.9,28.7,85,59
14/12/2004,3.4,1.9,20.5,32.2,20.7,30.2,80,60
15/12/2004,17.2,5.3,21.5,28.4,21,26.5,85,63
16/12/2004,0,1.5,20.2,24.7,21.4,27,94,65
17/12/2004,0,0,19.5,26.5,21.4,24.4,82,82
18/12/2004,0,0,19.2,27.8,19.6,25,83,71
19/12/2004,0,0,20.5,27.4,19.1,26.3,81,70
20/12/2004,0,0,19.8,28.3,19.5,26.4,80,59
21/12/2004,0,0,20.6,29.5,17.9,27,73,63
22/12/2004,2.1,7.4,21,29.7,18.9,26.8,77,77
23/12/2004,0,5.2,20.8,30.9,19.5,26.2,72,61
24/12/2004,9.3,83,22,28,20.4,25.2,85,62
25/12/2004,9.7,5.1,21,28,22.3,24.4,97,57
26/12/2004,31.4,50.1,20.9,28.5,22.6,27.2,89,52
27/12/2004,9,23,20.6,30,22.3,27.4,84,35
28/12/2004,33.1,43.5,21.4,28,21.7,26.2,85,42
29/12/2004,3.3,3,20.6,26.7,21.1,25.6,89,52
30/12/2004,0,0,19.6,28.1,21.2,26.8,86,52
31/12/2004,14.8,26,20.8,28.9,20.6,26,84,54
01/01/2005,4.6,8.7,20.6,27,18.6,24.5,87,38
02/01/2005,0,0,18.8,27.8,17.6,25.5,79,38
03/01/2005,0,3.5,21.2,27.2,18,24.4,78,35
04/01/2005,0,0,20.4,30.7,18,28.5,77,36
05/01/2005,0,0,20.7,29.4,18.2,27,71,38
06/01/2005,0,0,22.6,28.8,20,27,77,43
07/01/2005,0,4.4,21.1,27.9,18.4,26.7,78,44
08/01/2005,0,0,19.5,30.3,18.4,26.5,71,45
09/01/2005,45.8,39.2,22.5,29.1,19,27.2,66,47
10/01/2005,1,13,19,27.3,18.7,26.8,69,50
11/01/2005,0,0,21.5,27.3,17.5,25.5,67,47
12/01/2005,3,1.5,21.3,28.9,19.1,27,66,44
13/01/2005,16,4.6,21,28.6,19.5,28.1,76,53
14/01/2005,0,0.7,20.5,28.3,18.5,26.5,90,56
15/01/2005,0,0.5,22,28.4,19.5,27.6,85,49
16/01/2005,5.6,0,21.2,28.7,19,27,89,41
17/01/2005,12.5,4.4,20.5,28.9,19.4,28,81,46
18/01/2005,1.1,15,20.5,29.6,19.5,27.9,81,44
19/01/2005,15,0,21,28,19.4,27.5,85,37
20/01/2005,2.2,47.5,20,28.5,19,26.2,85,40
21/01/2005,0,6.4,21.7,29,19.5,27.5,79,50
22/01/2005,2.5,12.5,21,31.3,20,29.5,75,49
23/01/2005,0,0,22,30.7,19.5,28.6,79,42
