date,chil_r,chic_r,chil_mint,chil_maxt,chic_mint,chic_maxt,chil_h,chic_h
16/06/2008,0,0,15.3,30.4,14.5,30.1,50,77
17/06/2008,0,0,14.9,29.1,14.2,28.7,50,87
18/06/2008,0,0,14.8,25.2,15.2,25,67,81
19/06/2008,0,0,15.8,25,15.1,25.1,62,83
20/06/2008,0,0,14.1,28.6,14.5,29.2,51,87
21/06/2008,0,0,15.6,30.3,14.9,30,48,86
22/06/2008,0,0,16,31,15.4,30.6,48,85
23/06/2008,0,0,17.7,29.9,16.2,29.5,43,84
24/06/2008,0,0,14.1,27.8,13.4,27.6,53,86
25/06/2008,0,0,15.1,27,14.7,26.6,55,84
26/06/2008,0,0,14.5,25.9,14.6,25.4,58,87
27/06/2008,0,0,12.9,26.6,12.6,26.3,49,79
28/06/2008,0,0,11.8,26.7,11.5,26.6,47,73
29/06/2008,0,0,11.3,26,11.4,25.8,39,80
30/06/2008,0,0,9.9,24.6,9.6,24.1,54,78
01/07/2008,0,0,10.9,25.2,11.1,24.8,61,72
02/07/2008,0,0,14,28,12.4,28.1,52,79
03/07/2008,0,0,14,30.8,13.9,30.6,39,83
04/07/2008,0,0,15.6,32.3,15.1,32.1,36,83
05/07/2008,0,0,16.7,34.3,16.3,33.5,33,77
06/07/2008,0,0,16.8,34.4,15.8,33.7,31,78
07/07/2008,0,0,15.9,33.3,16.2,33.4,37,78
08/07/2008,0,0,16,32.8,15.9,32.3,41,80
09/07/2008,0,0,16.7,33.5,16.7,33,40,85
10/07/2008,0,0,17.1,34.3,16.1,33.7,35,87
11/07/2008,0,0,16.3,30,16,30,45,82
12/07/2008,0,2,15.6,23.8,14.7,23.6,72,79
13/07/2008,0,0,14,24.4,13.7,23.5,64,81
14/07/2008,0,1.6,12.9,24.2,12.7,23,68,80
15/07/2008,0,0,12.6,25.1,12.9,23.9,62,81
16/07/2008,0,0,13.2,26.4,12.7,25.9,55,79
17/07/2008,0,0,12.6,26.4,12.1,26.2,55,83
18/07/2008,0,0,13.2,24.7,13.6,23.7,61,82
19/07/2008,0,0,12.4,25.9,11.5,25.1,60,80
20/07/2008,6.1,0,14.2,26.9,13.6,26,59,80
21/07/2008,0,0,16,27.7,14.8,27.3,57,77
22/07/2008,0,0,14.8,26.3,14.3,25.8,60,81
23/07/2008,0,0,14.6,26.7,14.4,26,60,79
24/07/2008,0,0,13.4,27.1,13.4,27.3,62,83
25/07/2008,0,0,13.9,27.4,13.4,27.2,58,81
26/07/2008,0,0,14.5,28.4,13.8,27.6,49,79
27/07/2008,0,0.5,15.4,29.1,14.1,28.8,50,77
28/07/2008,0,0,16.8,31.6,15.2,31,44,72
29/07/2008,0,0,17.5,29.8,15.9,29.4,45,77
30/07/2008,0,0,15,28.3,14.7,27.6,53,87
31/07/2008,0,0,13.5,29.9,12.6,29.5,42,85
01/08/2008,0,0,13.9,31.7,13.4,31.1,36,88
02/08/2008,0,0,15,32.2,14.7,31.5,39,88
03/08/2008,3.2,10,16.9,28.7,16.1,28.3,54,83
04/08/2008,0,0,15.8,27.1,15,26.5,57,79
05/08/2008,0,0,14.5,27.2,13.9,26.2,61,84
06/08/2008,0,0,13.9,28.5,13.1,27.6,49,77
07/08/2008,0,0,12.1,28.7,11.8,28.6,44,85
08/08/2008,0,0,13.2,29.9,13.5,30,39,84
09/08/2008,0,0,13.3,30.2,13.4,30.4,55,74
10/08/2008,0,0,14.1,27.9,14.2,27.2,54,73
11/08/2008,0,0,14.8,24.6,14,24,65,82
12/08/2008,0,0,12.7,27.8,12.7,27,52,80
13/08/2008,0,0,13.3,31.5,12.8,31.4,45,79
14/08/2008,0,0,15.5,34.7,15.3,32.9,38,81
15/08/2008,0,0,18.6,34.6,17.8,33,35,80
16/08/2008,0,0,19,35.3,18.5,33.5,32,79
17/08/2008,0,0,19.6,34.6,18.5,33.5,35,73
18/08/2008,1.2,4.6,15.9,29.2,15.2,28.3,59,79
19/08/2008,0,1,14.9,27.4,14.1,26.3,58,85
20/08/2008,0,0,13.4,29.5,12.3,28.6,44,78
21/08/2008,0,0,12.3,28.2,11.3,27.5,52,77
22/08/2008,0,0,13.6,28.1,13.2,27.9,58,80
23/08/2008,0,0,14.5,31.5,14.4,31,51,67
24/08/2008,0,0,15.4,34.1,14.4,33.5,43,78
25/08/2008,0,0,17.4,37.1,16.7,35.1,33,79
26/08/2008,0,0,19.5,38.2,18.3,36.3,30,72
27/08/2008,0,0,19.8,37.9,19.1,36.5,28,68
28/08/2008,0,0,18.8,37.4,17.6,35.9,27,77
29/08/2008,0,0,19.2,38.6,18.2,36.9,24,81
30/08/2008,0,0,20,39.2,19,37.3,27,73
31/08/2008,0,0,20.7,39.6,19.3,37.2,25,71
01/09/2008,0,0,21.1,40.5,19.8,39.3,29,76
02/09/2008,0,0,19.4,32.4,18.7,32.6,62,71
03/09/2008,0,0,18.5,36.5,18.4,36.4,44,67
04/09/2008,0,0,18.7,34.9,17.7,34.9,40,60
05/09/2008,0,0,16.4,34.3,15.2,34.3,42,77
06/09/2008,0,0,18.2,34.5,17.4,34.3,34,81
07/09/2008,0,0,15.1,33.4,14.2,33.5,41,77
08/09/2008,0,0,17.6,39.7,17,38.3,22,80
09/09/2008,0,0,20.4,40.1,19.8,39.1,21,74
10/09/2008,0,0,20.1,39.4,19.8,38.9,22,74
11/09/2008,0,0,19.1,38.1,19.1,37.4,31,79
12/09/2008,0,0,18.2,32.3,16.8,31.4,52,80
13/09/2008,0,0,16.3,28.2,15.4,26.6,56,80
14/09/2008,0,0,14.7,28.5,14,27.4,51,83
15/09/2008,0,0,12.8,31.6,11.8,31,42,85
16/09/2008,0,0,15.8,37.2,15,35.5,28,80
17/09/2008,0,0,20,39.1,20.3,36.4,30,84
18/09/2008,0,0,21.4,37.1,19.5,35.5,33,81
19/09/2008,0,0,19.2,39.4,17.5,37.9,27,79
20/09/2008,0,0,20.5,41.3,19.3,39.4,21,72
21/09/2008,0,0,20.9,41.9,20,40.7,27,74
22/09/2008,0,0,18.6,33.7,18,32.9,54,65
23/09/2008,0,0,19.4,40.6,18.5,37.7,40,83
24/09/2008,0,0,22.9,42.6,21,40.2,27,81
25/09/2008,0,0,24.7,43.4,23.4,40.9,25,79
26/09/2008,0,0,23.7,41.9,22.2,39.2,25,76
27/09/2008,0,0,23.3,42.9,21.8,40.4,22,67
28/09/2008,0,0,22.8,40,21.4,39.4,32,68
29/09/2008,0,0,19.5,37.8,18.8,37.1,44,76
30/09/2008,0,0,21.8,40.6,20,39.4,33,69
01/10/2008,0,0,22.7,42.2,21.4,40.9,22,70
02/10/2008,0,0,21.9,42.9,20.8,41.1,19,74
03/10/2008,0,0,22.8,42.5,21.6,40.9,20,80
04/10/2008,0,0,22.3,40.6,21.7,39.4,27,84
05/10/2008,0,0,22.3,38.8,21.1,37.7,34,75
06/10/2008,0,0,19.5,33.2,18.4,32.3,53,82
07/10/2008,0,0,17.5,32.4,16.7,31.1,50,76
08/10/2008,0,0,17.3,37.6,16.2,37,37,75
09/10/2008,0,0,22.1,42.5,20.9,38.1,28,74
10/10/2008,0,0,24.4,44.5,23,40.9,28,76
11/10/2008,0,0,21.9,34.6,20.6,32.5,51,76
12/10/2008,0,0,20.6,34.2,19.1,33.5,48,76
13/10/2008,0,0,20.3,37.2,19.4,36.2,38,84
14/10/2008,0,0,23.3,36.7,23.2,33.6,40,72
15/10/2008,0.5,4,23,36.2,22.6,37.4,50,65
16/10/2008,0,0,21.3,33.6,20.4,35.2,58,79
17/10/2008,0,0,19.9,39.4,18.7,38.6,40,74
18/10/2008,0,0,21.8,38.6,20.5,38.5,37,76
19/10/2008,0,0,20.4,38.5,19.3,38.3,41,75
20/10/2008,0,0,21,41.2,19.6,40.5,32,85
21/10/2008,0,7,21.6,41.6,20.2,40.8,33,82
22/10/2008,0,2.5,22.2,39,21.3,36.5,36,86
23/10/2008,0,0,22.6,38,21.1,37,40,88
24/10/2008,0,0,18.3,36,17.6,35.2,40,82
25/10/2008,0,0,19,35.6,18.1,34.8,46,83
26/10/2008,0,0,19.7,33.8,18.9,32.8,53,82
27/10/2008,0,0,19.5,37.2,18.5,36.6,42,82
28/10/2008,0,0,21.1,41.3,19.9,40.7,30,81
29/10/2008,0,0,20.6,39.3,20.2,39.4,29,82
30/10/2008,0,0,19.9,40.5,19.1,40.1,34,89
31/10/2008,0.4,0,22.7,41.3,22,37,36,87
01/11/2008,0,14.5,23.5,40.9,21.9,35.9,40,88
02/11/2008,0,0,23.6,38.1,21.7,33.6,46,82
03/11/2008,0,0,22.4,36.8,21.4,33.2,43,78
04/11/2008,0,0,23.2,43,21.7,38.2,33,83
05/11/2008,1.3,0,23,32.6,21.6,32.6,64,81
06/11/2008,8.4,9.5,21.8,32.1,21,31.2,65,87
07/11/2008,0,7,20,37.8,19.8,37.2,47,84
08/11/2008,1.7,0,21.4,36.9,19.9,37.6,46,79
09/11/2008,0,0,20.4,34.4,19.5,33.5,53,81
10/11/2008,0,0,18.7,37.5,17.2,36.9,43,84
11/11/2008,0,0,21.4,41.8,20.1,41.2,32,84
12/11/2008,0.6,0,22.9,43.1,22,41.9,29,80
13/11/2008,0,0,24.7,34.4,23.3,34.4,47,82
14/11/2008,0,5,23.2,34.7,21.3,35.1,48,80
15/11/2008,0,0,24,40.7,22.8,41.7,36,77
16/11/2008,9.5,0,23.5,40.6,22.1,39.7,37,77
17/11/2008,0,0,23.5,38.1,22,36.9,44,73
18/11/2008,11.1,0,24.1,35.9,22.7,34.9,52,85
19/11/2008,0.9,0,21.9,34,20.4,32.1,50,81
20/11/2008,0,0,20,36.2,18.8,35.5,43,71
21/11/2008,0,0,19.4,37,17.9,36,39,77
22/11/2008,0,0,20.3,38.1,19.3,37.3,41,81
23/11/2008,0,0,21.9,40.4,20.6,39.5,37,83
24/11/2008,0,0,24.5,41.2,23.3,39.9,37,79
25/11/2008,0,0,24.8,36.3,23.1,34.7,50,75
26/11/2008,40.3,0,22.5,36.3,21.3,34.9,40,69
27/11/2008,0,0,20.9,37.5,20.6,36.5,40,70
28/11/2008,0,0,21.8,39.7,21.3,38.3,41,78
29/11/2008,0,0,24,36.5,22.3,35.3,45,80
30/11/2008,0.2,0,23.4,33.8,22.8,32.8,53,77
01/12/2008,0.4,3,23.2,31,22.3,32.5,64,77
02/12/2008,28.7,0,22.2,27.9,21.8,27.6,79,80
03/12/2008,1.5,10,20.9,37.3,20.9,36.9,49,80
04/12/2008,0.6,2,21.9,33,21.9,30.4,52,73
05/12/2008,8.2,5,21.3,38.1,20.9,34.6,46,74
06/12/2008,2.5,0,21.9,36.4,20.5,36.5,55,74
07/12/2008,6.9,0,21.1,32.1,20.2,30.3,69,74
08/12/2008,0,0,20.9,33.2,20,31.4,62,78
09/12/2008,30.5,12,20.8,33,20.2,32.2,68,81
10/12/2008,1,15.5,21.9,26,21.2,25.2,88,79
11/12/2008,0,4,21.4,28.2,20.8,27.8,84,72
12/12/2008,17.6,1,21.9,27.2,21.6,26.6,90,74
13/12/2008,1.3,60,22.1,30.1,21.6,28.6,78,71
14/12/2008,4.7,16.5,21.3,31.3,21,30.7,73,72
15/12/2008,3.4,2.6,22.9,29,22.1,27.4,80,77
16/12/2008,1.4,3.5,21.4,26.2,21.1,26.3,89,70
17/12/2008,17.9,33,21.3,25.4,20.7,25.1,94,69
18/12/2008,46.4,21.2,20.8,25.6,20.5,24.2,88,68
19/12/2008,3.2,5.5,20.2,25.7,19.9,25.5,87,69
20/12/2008,1.5,7.5,20.7,29.7,20.4,27.9,75,68
21/12/2008,0.9,0,21.2,28.8,20.5,26.9,74,65
22/12/2008,0,0,21.2,28.6,20.8,26.4,74,65
23/12/2008,2,46.5,21.1,30.9,20.5,29,66,65
24/12/2008,37.4,24,22.1,26.5,21.9,25.6,80,77
25/12/2008,0,6,21.3,29.6,20.8,28.4,71,73
26/12/2008,0,35.5,20.7,28.1,19.9,27.8,81,72
27/12/2008,1.3,0,21.4,26.9,20.7,27.1,86,67
28/12/2008,0,16.2,21.3,27.4,21.2,27.1,82,72
29/12/2008,0,0,21.7,28.6,20.9,27.4,75,68
30/12/2008,0,0,22.3,28.5,21.8,28.5,85,74
31/12/2008,0,3.3,22.9,28.7,22.7,28.4,85,72
01/01/2009,0,13.5,22.1,26,22,25.9,91,70
02/01/2009,0,0,20.5,30.2,21.1,29.5,80,69
03/01/2009,24.2,2.5,22.4,27.3,22.2,26.9,90,72
04/01/2009,4.5,16.2,22,26.5,21.4,26,88,71
05/01/2009,1.1,9.5,20.7,29.2,20.3,29,76,68
06/01/2009,0,0,22.1,28.7,21.8,27.6,83,70
07/01/2009,53.9,18.5,22.3,28.1,21.7,28.2,84,69
08/01/2009,2,9,21.8,27.8,21.7,27.3,86,71
09/01/2009,1.9,45,21.9,29.3,21.7,29,86,68
10/01/2009,0,0,21.5,28.5,21.1,27.7,85,58
11/01/2009,11.1,1.5,21.4,28,21.3,28.4,81,57
12/01/2009,5.4,0.5,20.2,29,20.5,28.2,75,61
13/01/2009,0,0,22.1,29.9,21.9,28.9,81,67
14/01/2009,0,0,22.3,27.9,22,27.3,88,68
15/01/2009,18,14.5,22.4,28.8,22.1,28,87,75
16/01/2009,8.5,10,22.6,28.1,22.7,27.8,83,78
17/01/2009,0,0,21.2,29.9,21.2,29.2,80,81
18/01/2009,54.5,18.5,22.4,26.7,21.8,26,90,78
19/01/2009,47,45,21.7,26.6,20.8,25.7,83,66
20/01/2009,8,0.6,20.8,25.8,20.1,25.1,86,62
21/01/2009,0,0,19.9,27.2,19.3,26.8,83,63
22/01/2009,0,12.5,20.2,27.2,19,26.7,80,65
23/01/2009,0.5,11.5,20,28,20,27,86,82
24/01/2009,2,0,21.7,27.9,21.2,25.8,84,77
25/01/2009,0.9,33,21.5,29,21.6,27.8,84,81
26/01/2009,0,0,21,26.5,20.6,25.6,86,68
27/01/2009,0,0,20.5,28.2,20.6,27.2,85,75
28/01/2009,0,0,21.5,28.2,21.2,27.1,85,81
29/01/2009,14,17.6,21.2,28.2,21.1,27.5,87,76
30/01/2009,19.2,0,21.4,27.5,21.4,27.7,87,71
31/01/2009,0,0,20.8,27.8,20.7,27.7,88,69
01/02/2009,6.2,20.5,20,28.4,19.6,27.5,77,66
02/02/2009,5.2,8.5,20.5,28.8,20.5,27.2,84,72
03/02/2009,0,2,20.8,26.9,20.6,26.8,83,66
04/02/2009,5.6,0,20.9,27.1,20.5,26.5,85,68
05/02/2009,0,0,21.2,26.2,20.2,26.3,87,62
06/02/2009,23,41,19.9,26.5,18.9,25.9,87,62
07/02/2009,0,0,19.9,26,19,25.6,88,60
08/02/2009,0,1.6,19.7,26.6,18.9,25.5,85,62
09/02/2009,1,0,19.9,26.8,19.5,26.6,83,62
10/02/2009,0,1,19.1,27.9,19.3,27.3,85,72
11/02/2009,8,13.5,20.7,28.6,20.6,27.4,85,68
12/02/2009,0,0,21,28,20.1,27.4,85,67
13/02/2009,18.8,73.5,20.2,27.4,19.4,27.1,85,63
14/02/2009,0,0,20.8,27.5,20.7,26.8,86,61
15/02/2009,0,0,21.3,28.3,20.8,27.7,81,59
16/02/2009,0,0,20.9,29.4,20.7,27.9,82,62
17/02/2009,0,1.5,21.4,27.5,21.1,27.4,87,61
18/02/2009,0.7,2.1,21.2,28,20.7,26.9,88,78
19/02/2009,9,0,20.7,28.8,20.8,28.4,84,71
20/02/2009,0,0,20.6,27,20.6,27,90,65
21/02/2009,0,0,20.7,28.5,20.2,27.9,85,59
22/02/2009,0,16.5,20.5,27.5,20.2,26.7,82,51
23/02/2009,7.8,21.5,20.6,26.4,20.6,25.8,82,59
24/02/2009,0,0,20.8,26.5,20.9,26.9,93,69
25/02/2009,0,0,21.1,27.6,20.5,27.2,90,66
26/02/2009,0,0,20.9,26.2,20.4,26.6,91,67
27/02/2009,0,0,20.3,29,21,27.6,83,70
28/02/2009,0,24.5,20.7,29.3,22.1,28.2,81,63
01/03/2009,0,1.6,20.8,29.9,20.8,28.5,80,62
02/03/2009,0.4,1.5,21.3,26,20.9,25.4,85,65
03/03/2009,53.8,7,20.2,28.8,20.3,28.2,79,59
04/03/2009,0,0,20.3,27.4,20.5,27.5,85,54
05/03/2009,0,1.2,20.7,28,20.3,27.7,87,61
06/03/2009,0,1.5,20.1,26,19.4,25.2,87,57
07/03/2009,1,0,19.9,26.4,19.4,25.3,88,58
08/03/2009,4.5,8.5,20.4,26.5,19.8,25.9,89,46
09/03/2009,10.5,22.5,21,26.9,20.6,26,89,45
10/03/2009,0,0,20.1,25,19.8,24.9,91,51
11/03/2009,0,1.1,20,27.6,19.4,27.3,82,67
12/03/2009,0,0,19.6,28,19.3,27.4,81,62
13/03/2009,0,0,19.6,27.5,19.3,27.1,79,53
14/03/2009,0,0,19.4,29,18.6,28.7,82,66
15/03/2009,0,0,21.1,25.1,20.6,26,92,67
16/03/2009,0,5,20.9,26.3,20.4,25.9,90,62
17/03/2009,1.1,5.6,20.9,27.4,21,26.3,91,59
18/03/2009,5.5,14.5,20.9,27.3,20.6,26.6,84,51
19/03/2009,2.8,3,21.3,26.8,20.8,25.8,84,56
20/03/2009,31.4,33.5,20.7,29,20.4,27.4,82,54
21/03/2009,43.5,16,20.4,24,19.8,23.2,94,47
22/03/2009,1,38,19.6,21.5,19.3,20.8,96,48
23/03/2009,0,0,18.3,25.6,17.7,23.1,81,50
24/03/2009,0,0,16.1,25.7,15.2,24.8,76,47
25/03/2009,0,0,17.2,25.9,17,24.9,76,46
26/03/2009,0,0,16.3,26.3,16.4,25.3,76,50
27/03/2009,0,0,16.2,27.7,16.4,26.8,83,49
28/03/2009,0,0,19,28,19.2,27,82,61
29/03/2009,11.3,0,20.5,28.8,19.3,28.5,83,60
30/03/2009,0.2,1,21.2,28.1,20.5,27.5,90,63
31/03/2009,0,1,21.6,26.7,21,26.3,91,78
01/04/2009,0,1.5,21.1,26.9,20.4,26.4,90,78
02/04/2009,0,2,20.8,27.1,20.4,26.3,89,74
03/04/2009,0.7,3.5,20.5,25.4,20.1,25.4,92,63
04/04/2009,0,0,19.2,25.6,18.4,24.8,91,67
05/04/2009,0,0,17.9,25.1,17.4,24,86,66
06/04/2009,0,0,18.6,25.8,17.6,24.5,86,73
07/04/2009,0,3.5,17.2,25.7,16.8,24.6,82,71
08/04/2009,0,0.5,17.9,25.5,17.9,24.5,87,68
09/04/2009,0,0,17.9,26.5,17.6,25.2,84,66
10/04/2009,0,0,17.2,26.6,17.9,25.6,81,70
11/04/2009,0,1.2,18.4,25.4,17.7,24.6,90,69
12/04/2009,0,0,18.1,24.6,17.5,23.7,88,67
13/04/2009,0,0,15.2,25.9,16,25.1,78,69
14/04/2009,0,4.4,15.5,25.1,14.9,24.3,84,63
15/04/2009,0,0,16.8,23.4,16.5,22.7,88,65
16/04/2009,0,0,16.2,23.2,15.5,22.5,84,69
17/04/2009,0,0,16.2,24,15.8,23.2,81,82
18/04/2009,0,0,14.5,26,15.7,24.8,80,84
19/04/2009,0,0,17.3,28,18.2,27.5,73,74
20/04/2009,0,0,17.1,29.1,17.9,28.3,71,84
21/04/2009,1,9.5,17.5,26.5,17.4,25.6,81,84
22/04/2009,0,8.2,16.4,21.4,16,21.4,93,82
23/04/2009,0,0,15.7,22.3,15.1,21.4,85,80
24/04/2009,0,0,15.6,24.2,15.2,23.4,80,80
25/04/2009,0,0,14,26.5,15.2,26,79,78
26/04/2009,0,0,16.2,28.3,17.7,27.1,80,83
27/04/2009,0,0,19.7,27.3,19.2,25.7,83,73
28/04/2009,0,0,19,27.3,18.9,26.4,87,72
29/04/2009,0,0,18.8,27.1,18.8,26.6,83,80
30/04/2009,0,0,16.8,27.8,17.2,27.3,82,89
01/05/2009,0,0,16.7,27.9,16.9,27,81,83
02/05/2009,0,0,20,29.6,19.4,28.1,78,72
03/05/2009,0,1.7,20.3,28.1,19.6,26.3,78,68
04/05/2009,0,0.3,19.7,27.5,19.7,26.2,85,61
05/05/2009,0,0,19.4,27.3,19.1,26.7,82,64
06/05/2009,1.5,0,19,27.4,19.6,26.5,84,66
07/05/2009,0.1,0,18.6,27.7,18.8,26.7,82,60
08/05/2009,0,0,18.4,27.9,18.9,26.6,88,63
09/05/2009,0,0,19.2,25.3,18.5,24.7,87,66
10/05/2009,0,2.5,17.5,23.8,17.1,23.7,82,71
11/05/2009,0,0,16.6,23.9,16.7,22.9,86,93
12/05/2009,0,1.5,14.7,23.3,14.9,22.2,79,92
13/05/2009,0,0,14.9,22.7,15.1,21.9,86,86
14/05/2009,0,1.5,14.3,22.5,13.6,21.8,83,83
15/05/2009,0,0,15,23.3,14.4,22.8,81,80
16/05/2009,0,0,14.2,26,15.6,24.9,75,87
17/05/2009,0,0,14.9,27.4,15.3,26.2,72,90
18/05/2009,0,0,17.2,28.8,16.5,27.8,69,83
19/05/2009,0,0,16.5,27,16.8,26.4,73,81
20/05/2009,0,1,15.4,25.2,16.1,24.5,79,84
21/05/2009,0,2,17.1,22.8,16.2,22.1,88,87
22/05/2009,0,0,15,23.3,14.8,22.4,80,90
23/05/2009,0,0,12.8,24.4,13,24.2,76,80
24/05/2009,0,0,13.9,24.3,14.5,23.7,77,74
25/05/2009,0,0,15.3,24.6,15,23.9,79,80
26/05/2009,0,0,16.7,24.7,16.7,23.5,82,85
27/05/2009,0,0,15.3,24.3,14.7,23.5,75,82
28/05/2009,0,0,13.3,24.2,14.3,23.4,76,80
29/05/2009,0,0,13.1,24,13.3,23.2,68,75
30/05/2009,0,0,14.4,26.6,14.4,25.5,70,77
31/05/2009,0,0,15.1,28,15.4,26.8,65,80
01/06/2009,0,0,15.7,27.4,16,26.4,65,87
02/06/2009,0,0,16.2,28.3,16.4,27,61,82
03/06/2009,0,0,15.5,27.2,15.5,26.3,65,87
04/06/2009,0,0,14.6,27.5,13.9,26.8,68,87
05/06/2009,0,0,15.2,27.2,15.6,26.7,66,80
06/06/2009,0,0,14.8,27.8,15.6,27.4,66,83
07/06/2009,0,0,16.5,28.7,17,28.1,70,80
08/06/2009,0,0,18.3,28.8,17.8,28,76,84
09/06/2009,0,0,18.9,24,18,23.7,87,80
10/06/2009,0,0,16.4,23.6,16.1,23.6,83,73
11/06/2009,0,0,15.7,24.7,15.8,24.5,79,73
12/06/2009,0,0,14.5,26.8,15.2,26.5,71,82
13/06/2009,0,0,15.4,27,15.4,26.7,73,80
14/06/2009,0,0,15.7,26.7,16.1,26.3,75,85
15/06/2009,0,0,15.5,27.5,15.8,27.1,71,81
16/06/2009,0,0,15.1,27.7,15.6,27.3,73,78
17/06/2009,0,0,15.4,26.9,16.8,26.8,72,82
18/06/2009,0,0,14.4,24.6,15.1,24.5,77,69
19/06/2009,0,0,15.9,25.3,14.9,25,72,67
20/06/2009,0,0,16.1,25.2,15.5,25.3,68,65
21/06/2009,0,0,13.9,25.9,14,25.8,67,63
22/06/2009,0,0,14.2,26.7,14.3,26.7,62,74
23/06/2009,0,0,14.4,27.5,14.7,27.3,56,76
24/06/2009,0,0,15.8,28.9,15.6,28.7,49,73
25/06/2009,0,0,16.2,28.9,16.2,28.4,46,75
26/06/2009,0,0,16,28.7,15.6,28.6,48,75
27/06/2009,0,0,15.2,23.6,14.9,23.5,75,76
28/06/2009,0,0,13,25.3,12.9,25,70,82
29/06/2009,0,2.5,12.9,24.2,12.8,23.8,64,93
30/06/2009,0,5,11.9,20.9,11.8,20,76,88
01/07/2009,0,3.3,12.4,21.4,12.6,20.3,79,87
02/07/2009,0,0,13.5,22.1,13.3,21.5,76,88
03/07/2009,0,0,14.2,23.5,14.1,23.6,70,86
04/07/2009,0,0,13.2,23.2,14.1,23.2,74,77
05/07/2009,0,0,11.5,24,11.9,24.2,69,75
06/07/2009,0,0,14.1,24.9,13.4,25,71,74
07/07/2009,0,0,14.4,22.8,13.9,21.9,72,76
08/07/2009,0,3,12.8,22.7,13.3,22.3,77,78
09/07/2009,0,0,14.1,23.5,13.5,23,77,78
10/07/2009,0,0,13.4,25.1,13.2,25,66,67
11/07/2009,0,0,12.7,27.3,12.9,26.7,58,68
12/07/2009,0,0,15.1,28.5,14.8,28,52,76
13/07/2009,0,0,16.6,29.3,15.3,28.6,46,73
14/07/2009,0,0,16.4,30,15.5,29.2,46,73
15/07/2009,0,0,16.4,30.2,15.7,29.6,48,73
16/07/2009,0,0,15.3,28.7,15,28,51,86
17/07/2009,0,4.5,13,23.9,12.5,23.5,79,71
18/07/2009,0,3.5,13.7,22.4,13.1,21.7,72,74
19/07/2009,0,2.3,13.6,21.2,12.7,20.3,71,68
20/07/2009,0.2,3.5,12.7,22.5,12.7,21.2,76,80
21/07/2009,0,0,12.9,23.8,13,23.4,68,84
22/07/2009,0,0,11,25.7,11.1,25.4,60,86
23/07/2009,0,0,12.9,27.8,13.1,27.7,52,81
24/07/2009,0,0,14.5,29.6,13.9,29,48,84
25/07/2009,0,0,15.2,24.4,13.9,23.7,74,83
26/07/2009,0,0,13.8,21.8,13.1,21,77,79
27/07/2009,0,0,12.4,23.2,12,22.2,68,70
28/07/2009,0,0,13.3,24.3,12.9,23.9,68,68
29/07/2009,0,0,11.2,24.9,11.2,24.7,63,71
30/07/2009,0,0,11.6,27.3,11.7,27.1,57,74
31/07/2009,0,0,12.6,28.7,12.8,28.7,48,74
01/08/2009,0,0,14.2,30.4,13.7,29.8,44,71
02/08/2009,0,0,14.9,31.2,14.5,31.1,44,73
03/08/2009,0,0,16.1,32.3,15.7,31.9,43,72
04/08/2009,0,0,18.6,31.9,18.4,31.4,51,76
05/08/2009,0,0,18.5,30.7,17.3,30.3,55,74
06/08/2009,0,0,16.9,30.2,15.5,30.2,48,70
07/08/2009,0,0,14.9,28.6,14.2,29,56,77
08/08/2009,0,0,15,28.4,14.7,28.5,57,78
09/08/2009,0,0,14.2,30.5,13.7,30.2,51,70
10/08/2009,0,0,15.8,30.8,14.7,31,50,68
11/08/2009,0,0,15.4,32.1,14.8,32.2,46,64
12/08/2009,0,0,16.8,33.1,16,32.7,39,71
13/08/2009,0,0,18.4,34.2,17.6,33.9,33,66
14/08/2009,0,0,17.9,33.8,17.5,33.5,40,68
15/08/2009,0,0,17.3,27.5,16,26.6,64,77
16/08/2009,0,0,14,26.2,13.6,25.4,55,71
17/08/2009,0,1.5,12,26,12,25.7,59,78
18/08/2009,0,6,12.5,26.7,12.8,26.4,61,79
19/08/2009,0,0,13.7,31.6,13.1,31.2,50,79
20/08/2009,0,0,16.3,33.7,15.4,33.3,35,74
21/08/2009,0,0,16.8,32.5,16.7,32.3,44,77
22/08/2009,0,0,15.9,30.6,16,30.2,55,76
23/08/2009,0,0,14.7,30.4,14.8,30.3,51,70
24/08/2009,0,0,13.5,28,12.7,27.5,50,73
25/08/2009,0,0,13.4,26.7,12.9,26.4,56,72
26/08/2009,0,0,11.7,28.3,10.6,28.5,43,71
27/08/2009,0,0,12.5,31,12.8,31.9,36,62
28/08/2009,0,0,13.5,19.2,12.8,17.7,67,82
29/08/2009,0,0,13.5,29,13.3,28.4,55,57
30/08/2009,0,0,13.5,31.3,12.8,31.4,45,59
31/08/2009,0,0,13.6,31.9,13.3,32,35,63
01/09/2009,0,0,12.6,33,12.2,33,38,68
02/09/2009,0,0,14.4,33.5,13.7,33.3,43,70
03/09/2009,0,0,16.3,35.5,15.6,34.8,39,77
04/09/2009,0,0,18.2,35.2,17.3,34.6,37,67
05/09/2009,0,0,18.5,35.6,17.1,35,39,62
06/09/2009,0,0,18.2,36,17,35.6,41,72
07/09/2009,0,0,18.1,37.2,16.5,36.4,39,71
08/09/2009,0,0,21.3,37,20.7,36.1,35,72
09/09/2009,0,0,22.4,38.4,20.1,38,30,67
10/09/2009,0,0,21.6,33.1,20.9,33,45,63
11/09/2009,0,0,18.3,37,17.1,36.9,40,67
